rank,name_youtube,handle_youtube,audience_country,followers,category_1,views_avg,likes_avg,comments_avg,category_2,category_unified,category_status,_platform,_month,_year
610,Typical Gamer,typicalgamer,United States,13000000.0,Video games,393800.0,10700.0,333.0,,Tech&Gaming,MAPPED,youtube,september,2022
611,Everson Zoio,djzoi0,Brazil,12900000.0,Movies,539000.0,71800.0,4200.0,Animation,Entertainment,MAPPED,youtube,september,2022
612,KOMPASTV,KompasTVNews,Indonesia,12900000.0,News & Politics,8500.0,73.0,27.0,,Knowledge&Info,MAPPED,youtube,september,2022
613,RedeTV,RedeTVhdBrasil,Brazil,12900000.0,News & Politics,3600.0,129.0,4.0,,Knowledge&Info,MAPPED,youtube,september,2022
614,MrSuicideSheep,MrSuicideSheep,United States,12800000.0,,68400.0,3200.0,68.0,,,,youtube,september,2022
615,Veritasium,1veritasium,United States,12800000.0,Science & Technology,4700000.0,125000.0,5000.0,,Tech&Gaming,MAPPED,youtube,september,2022
616,Hacksmith,MstrJames,United States,12800000.0,Video games,323200.0,14700.0,318.0,,Tech&Gaming,MAPPED,youtube,september,2022
617,أترو/Atro,أترو/Atro,Iraq,12800000.0,,413400.0,49700.0,8500.0,,,,youtube,september,2022
618,unknown boy varun,unknown boy varun,India,12800000.0,Music & Dance,22400000.0,2100000.0,1800.0,,Music,MAPPED,youtube,september,2022
619,Jazzghost,jazzghost1,Brazil,12800000.0,Animation,952500.0,58300.0,1700.0,Video games,Entertainment,MAPPED,youtube,september,2022
620,Rebecca Zamolo,rebeccazamolo1,United States,12800000.0,Video games,3200000.0,67700.0,8700.0,Humor,Tech&Gaming,MAPPED,youtube,september,2022
621,Lady Diana,Lady Diana,Russia,12800000.0,Music & Dance,2100000.0,63800.0,2800.0,,Music,MAPPED,youtube,september,2022
622,T-Series Regional,tseriesregional,India,12800000.0,Music & Dance,6500.0,119.0,15.0,,Music,MAPPED,youtube,september,2022
623,Top Viral Talent,MusicTalentNow,United States,12800000.0,,25100.0,302.0,17.0,,,,youtube,september,2022
624,Crescendo com Luluca,Crescendo com Luluca,Brazil,12800000.0,Toys,1200000.0,44600.0,4000.0,,Lifestyle,MAPPED,youtube,september,2022
625,Sony Music South,Sony Music South,India,12800000.0,Movies,265600.0,8000.0,194.0,Animation,Entertainment,MAPPED,youtube,september,2022
626,VexTrex,VexTrex,,12800000.0,,97700.0,0.0,0.0,,,,youtube,september,2022
627,Goldmines Premiere,GoldClassics,,12800000.0,,7600.0,145.0,0.0,,,,youtube,september,2022
628,Ei Nerd,einerdtv,Brazil,12800000.0,Movies,284000.0,39100.0,1400.0,Animation,Entertainment,MAPPED,youtube,september,2022
629,#Refúgio Mental,#Refúgio Mental,Brazil,12800000.0,Movies,341700.0,9800.0,89.0,Animation,Entertainment,MAPPED,youtube,september,2022
630,ГЛЕНТ,ГЛЕНТ,Russia,12800000.0,Video games,1700000.0,167200.0,5400.0,,Tech&Gaming,MAPPED,youtube,september,2022
631,Disney Junior,disneyjunior,,12700000.0,Music & Dance,103600.0,272.0,0.0,,Music,MAPPED,youtube,september,2022
632,Alan Chikin Chow,Alan Chikin Chow,India,12700000.0,,15000000.0,430800.0,611.0,,,,youtube,september,2022
633,StudyIQ IAS,StudyIQ IAS,India,12700000.0,Education,8600.0,475.0,10.0,,Knowledge&Info,MAPPED,youtube,september,2022
634,Health Time,Health Time,India,12700000.0,Daily vlogs,6900.0,238.0,8.0,,Lifestyle,MAPPED,youtube,september,2022
635,Blossom,Blossom,United States,12700000.0,,45800.0,1000.0,11.0,,,,youtube,september,2022
636,BBC,BBC,United Kingdom,12600000.0,Movies,19000.0,275.0,33.0,,Entertainment,MAPPED,youtube,september,2022
637,gymvirtual,gymvirtual,Mexico,12600000.0,Music & Dance,94500.0,3100.0,92.0,,Music,MAPPED,youtube,september,2022
638,TKOR,1032010814,United States,12600000.0,DIY & Life Hacks,62000.0,1500.0,125.0,,Lifestyle,MAPPED,youtube,september,2022
639,Lokdhun Punjabi,htpunjabi,India,12600000.0,Music & Dance,0.0,0.0,0.0,,Music,MAPPED,youtube,september,2022
640,BIBO와 장난감,BIBO와 장난감,,12600000.0,,51600.0,0.0,0.0,,,,youtube,september,2022
641,Knowledge Tv हिन्दी,Knowledge Tv हिन्दी,India,12600000.0,Education,50300.0,2100.0,105.0,,Knowledge&Info,MAPPED,youtube,september,2022
642,Juliana Baltar,Juliana Baltar,Brazil,12600000.0,Movies,241100.0,15400.0,477.0,Humor,Entertainment,MAPPED,youtube,september,2022
643,DJ Khaled,DJ Khaled,United States,12600000.0,Music & Dance,384900.0,14400.0,756.0,,Music,MAPPED,youtube,september,2022
644,Narendra Modi,Narendra Modi,India,12600000.0,Science & Technology,26600.0,1200.0,105.0,News & Politics,Tech&Gaming,MAPPED,youtube,september,2022
645,Kabita's Kitchen,Kabita's Kitchen,India,12600000.0,,333700.0,7300.0,461.0,,,,youtube,september,2022
646,JOJO TV - Hindi Stories,JOJO TV - Hindi Stories,India,12600000.0,,95200.0,625.0,0.0,,,,youtube,september,2022
647,Zee Bangla,zeebangla,India,12600000.0,,17200.0,221.0,2.0,,,,youtube,september,2022
648,Awakening Music,awakeningrecords,Indonesia,12600000.0,Music & Dance,22500.0,2000.0,97.0,,Music,MAPPED,youtube,september,2022
649,Melon City Show - برنامج ولاية بطيخ,Melon City Show - برنامج ولاية بطيخ,Iraq,12600000.0,,356800.0,16900.0,241.0,,,,youtube,september,2022
650,Adexe & Nau,AdexeOficial,Mexico,12600000.0,Music & Dance,44200.0,4300.0,159.0,,Music,MAPPED,youtube,september,2022
651,Parafernalha,canalparafernalha,Brazil,12600000.0,,29200.0,1800.0,11.0,,,,youtube,september,2022
652,JesseAndMike,JesseAndMike,United States,12600000.0,,986200.0,11200.0,261.0,,,,youtube,september,2022
653,karameeshchannel,karameeshchannel,Jordan,12500000.0,Music & Dance,164900.0,2300.0,0.0,,Music,MAPPED,youtube,september,2022
654,Piuzinho,Piuzinho,Brazil,12500000.0,Animation,522799.99999999994,126800.0,2400.0,Humor,Entertainment,MAPPED,youtube,september,2022
655,Brawl Stars,Brawl Stars,United States,12500000.0,Animation,1600000.0,115400.0,5500.0,,Entertainment,MAPPED,youtube,september,2022
656,ماشا و الدب,ماشا و الدب,,12500000.0,,1100000.0,6800.0,0.0,,,,youtube,september,2022
657,Peppa Pig em Português Brasil - Canal Oficial,OficialPeppa,,12500000.0,Movies,631100.0,5400.0,0.0,Animation,Entertainment,MAPPED,youtube,september,2022
658,Blockbuster Movies,Blockbuster Movies,India,12500000.0,Daily vlogs,146800.0,3500.0,19.0,,Lifestyle,MAPPED,youtube,september,2022
659,Troom Troom India,Troom Troom India,India,12500000.0,,269200.0,2400.0,36.0,,,,youtube,september,2022
660,Talking Angela,TalkingAngelaCat,United States,12400000.0,Music & Dance,99400.0,3500.0,122.0,,Music,MAPPED,youtube,september,2022
661,elliegoulding,elliegoulding,United States,12400000.0,Music & Dance,16700.0,1300.0,51.0,,Music,MAPPED,youtube,september,2022
662,キッズライン♡Kids Line,runway19co,,12400000.0,Toys,4600.0,0.0,0.0,Education,Lifestyle,MAPPED,youtube,september,2022
663,People Vs Food,React,United States,12400000.0,Food & Drinks,637900.0,23000.0,1300.0,,Lifestyle,MAPPED,youtube,september,2022
664,Come Play With Me,Come Play With Me,,12400000.0,Toys,2500000.0,0.0,0.0,,Lifestyle,MAPPED,youtube,september,2022
665,Meghan Trainor,Meghan Trainor,United States,12400000.0,Music & Dance,17400.0,1300.0,36.0,,Music,MAPPED,youtube,september,2022
666,Mythpat,Mythpat,India,12400000.0,,4200000.0,357300.0,16900.0,,,,youtube,september,2022
667,LOUD,LOUD,Brazil,12400000.0,,165900.0,18100.0,241.0,,,,youtube,september,2022
668,CaseyNeistat,caseyneistat,United States,12400000.0,Daily vlogs,939100.0,53600.0,4200.0,,Lifestyle,MAPPED,youtube,september,2022
669,Just For Laughs Gags,JustForLaughsTV,United States,12400000.0,,42400.0,812.0,32.0,,,,youtube,september,2022
670,Troom Troom PT,Troom Troom PT,Brazil,12400000.0,Toys,82300.0,1700.0,61.0,,Lifestyle,MAPPED,youtube,september,2022
671,Gibby :),Gibby :),Mexico,12400000.0,Movies,892400.0,59700.0,1900.0,,Entertainment,MAPPED,youtube,september,2022
672,The Dodo,TheDodoSite,United States,12400000.0,Animals & Pets,471700.0,19100.0,690.0,,Lifestyle,MAPPED,youtube,september,2022
673,Little Baby Bum en Español,LittleBabyBumEspanol,,12400000.0,Education,37900.0,0.0,0.0,,Knowledge&Info,MAPPED,youtube,september,2022
674,DisneyChannelUK,DisneyChannelUK,,12300000.0,Movies,92600.0,945.0,0.0,Humor,Entertainment,MAPPED,youtube,september,2022
675,My Mate Nate,My Mate Nate,Thailand,12300000.0,,1400000.0,42500.0,1000.0,,,,youtube,september,2022
676,Think Music India,thinkmusicindia,India,12300000.0,Music & Dance,53100.0,2400.0,19.0,,Music,MAPPED,youtube,september,2022
677,Bispo Bruno Leonardo,Bispo Bruno Leonardo,Brazil,12300000.0,Music & Dance,680900.0,240800.0,186800.0,,Music,MAPPED,youtube,september,2022
678,Bela Bagunça,Bela Bagunça,Brazil,12300000.0,Movies,125100.0,5700.0,201.0,Animation,Entertainment,MAPPED,youtube,september,2022
679,GMA News,gmanews,Philippines,12300000.0,News & Politics,3000.0,34.0,5.0,,Knowledge&Info,MAPPED,youtube,september,2022
680,HZHtube Kids Fun,HZHtube Kids Fun,,12200000.0,Animation,334100.0,2200.0,0.0,Toys,Entertainment,MAPPED,youtube,september,2022
681,FIFA,FIFATV,United States,12200000.0,Sports,31900.0,1400.0,34.0,,Sports,MAPPED,youtube,september,2022
682,DeGoBooM,DeGoBooM,Mexico,12200000.0,Movies,367100.0,11100.0,278.0,Animation,Entertainment,MAPPED,youtube,september,2022
683,Geo News,geonews,Pakistan,12200000.0,News & Politics,5700.0,87.0,10.0,,Knowledge&Info,MAPPED,youtube,september,2022
684,Más SKabeche,Más SKabeche,Mexico,12200000.0,,1500000.0,97600.0,1600.0,,,,youtube,september,2022
685,Trakin Tech,Trakin Tech,India,12200000.0,News & Politics,337200.0,19700.0,1100.0,,Knowledge&Info,MAPPED,youtube,september,2022
686,NDTV,ndtv,India,12200000.0,News & Politics,3000.0,41.0,10.0,,Knowledge&Info,MAPPED,youtube,september,2022
687,Compot,TastyCompot,Russia,12200000.0,Video games,1100000.0,47800.0,2100.0,,Tech&Gaming,MAPPED,youtube,september,2022
688,Kids TV India Hindi Nursery Rhymes,kidstvindia,,12200000.0,Education,328400.0,2100.0,0.0,,Knowledge&Info,MAPPED,youtube,september,2022
689,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,TheDaniRep,Mexico,12200000.0,Animation,206200.0,12000.0,155.0,Video games,Entertainment,MAPPED,youtube,september,2022
690,Jass Records,officialjassrecords,India,12200000.0,Music & Dance,24700.0,1100.0,10.0,,Music,MAPPED,youtube,september,2022
691,RaptorGamer,RaptorGamer,Mexico,12100000.0,Animation,624800.0,36900.0,1000.0,Video games,Entertainment,MAPPED,youtube,september,2022
692,Sonotek Bhakti,htbhakti,India,12100000.0,Music & Dance,83800.0,1200.0,43.0,,Music,MAPPED,youtube,september,2022
693,Marta and Rustam,Marta and Rustam,India,12100000.0,,4099999.9999999995,150600.0,116.0,,,,youtube,september,2022
694,Vogue,Americanvogue,United States,12100000.0,Fashion,266400.0,13500.0,643.0,,Beauty&Fashion,MAPPED,youtube,september,2022
695,The Infographics Show,TheInfographicsShow,United States,12100000.0,Education,232200.0,7400.0,440.0,,Knowledge&Info,MAPPED,youtube,september,2022
696,Jordan Matter,jordanmatter,United States,12100000.0,Music & Dance,11400000.0,226300.0,21500.0,Humor,Music,MAPPED,youtube,september,2022
697,Codiscos,Codiscos,,12000000.0,Music & Dance,8900.0,209.0,8.0,,Music,MAPPED,youtube,september,2022
698,BanderitaX,BanderitaX,Saudi Arabia,12000000.0,Animation,997300.0,122100.0,4400.0,Video games,Entertainment,MAPPED,youtube,september,2022
699,NORMAN FAIT DES VIDÉOS,NormanFaitDesVideos,France,12000000.0,Movies,0.0,0.0,0.0,Animation,Entertainment,MAPPED,youtube,september,2022
700,Netflix Jr.,storybots,,12000000.0,Animation,46200.0,132.0,0.0,Humor,Entertainment,MAPPED,youtube,september,2022
701,Troom Troom Indonesia,Troom Troom Indonesia,Indonesia,12000000.0,Music & Dance,175500.0,1600.0,43.0,Movies,Music,MAPPED,youtube,september,2022
702,Ice Cream Rolls,Ice Cream Rolls,United States,12000000.0,,66000.0,2100.0,129.0,,,,youtube,september,2022
703,Jamuna TV,Jamuna TV,Bangladesh,12000000.0,News & Politics,19400.0,566.0,48.0,,Knowledge&Info,MAPPED,youtube,september,2022
704,Lulu99,Lulu99,Colombia,12000000.0,,1300000.0,71600.0,5100.0,,,,youtube,september,2022
705,CHHOTU KI MASTI,CHHOTU KI MASTI,India,12000000.0,,1700000.0,14000.0,197.0,,,,youtube,september,2022
706,Panda,Panda,India,12000000.0,Animation,754300.0,62500.0,1300.0,Toys,Entertainment,MAPPED,youtube,september,2022
707,Akshay Nagwadiya,Akshay Nagwadiya,India,12000000.0,,3400000.0,257899.99999999997,855.0,,,,youtube,september,2022
708,E-MasterSensei,E-MasterSensei,Mexico,12000000.0,Movies,2000000.0,65400.00000000001,1300.0,Video games,Entertainment,MAPPED,youtube,september,2022
709,Technology Gyan,Technology Gyan,India,12000000.0,,419000.0,34500.0,1700.0,,,,youtube,september,2022
710,Planet Earth INDIA,Planet Earth INDIA,India,12000000.0,Daily vlogs,53100.0,1700.0,143.0,,Lifestyle,MAPPED,youtube,september,2022
711,WiederDude,WiederDude,United States,12000000.0,,1600000.0,19900.0,324.0,,,,youtube,september,2022
712,Yair17,YairAuriazul,Mexico,12000000.0,Movies,239100.0,28800.0,664.0,Animation,Entertainment,MAPPED,youtube,september,2022
713,Yudist Ardhana,Yudist Ardhana,Indonesia,12000000.0,Movies,243400.0,7000.0,255.0,,Entertainment,MAPPED,youtube,september,2022
714,Avril Lavigne,AvrilLavigne,United States,12000000.0,Music & Dance,122200.0,11800.0,454.0,,Music,MAPPED,youtube,september,2022
715,Rauw Alejandro,Rauw Alejandro,Peru,11900000.0,Music & Dance,0.0,0.0,0.0,,Music,MAPPED,youtube,september,2022
716,Timba Vk,MrTimbaVk,Mexico,11900000.0,Animation,1100000.0,48800.0,1100.0,Video games,Entertainment,MAPPED,youtube,september,2022
717,Mor Haryanvi,Mor Haryanvi,India,11900000.0,Music & Dance,170700.0,1800.0,45.0,,Music,MAPPED,youtube,september,2022
718,Kluna Tik,Kluna Tik,United States,11900000.0,,244200.0,3200.0,224.0,,,,youtube,september,2022
719,CNCO,CNCO,Mexico,11900000.0,Music & Dance,161800.0,20200.0,1000.0,,Music,MAPPED,youtube,september,2022
720,TV9 Bharatvarsh,TV9 Bharatvarsh,India,11900000.0,News & Politics,4400.0,86.0,3.0,,Knowledge&Info,MAPPED,youtube,september,2022
721,Republic Bharat,Republic Bharat,India,11900000.0,News & Politics,6200.0,0.0,7.0,,Knowledge&Info,MAPPED,youtube,september,2022
722,Rubius Z,elrubius,Argentina,11900000.0,Movies,2300000.0,186900.0,2500.0,Animation,Entertainment,MAPPED,youtube,september,2022
723,TommyInnit,TommyInnit,United States,11800000.0,Animation,2400000.0,252700.0,11100.0,Video games,Entertainment,MAPPED,youtube,september,2022
724,MrGear,MrGear,United States,11800000.0,,72100.0,0.0,93.0,,,,youtube,september,2022
725,Tfue,TTfue,United States,11800000.0,Animation,140300.0,6100.0,278.0,Video games,Entertainment,MAPPED,youtube,september,2022
726,emma chamberlain,emma chamberlain,United States,11800000.0,Food & Drinks,3100000.0,220900.0,6300.0,,Lifestyle,MAPPED,youtube,september,2022
727,MORGENSHTERN,MORGENSHTERN,Russia,11800000.0,Music & Dance,0.0,0.0,0.0,Movies,Music,MAPPED,youtube,september,2022
728,123 GO!,123 GO!,United States,11800000.0,DIY & Life Hacks,374600.0,2900.0,99.0,,Lifestyle,MAPPED,youtube,september,2022
729,Luan Santana,luansantanaoficial,Brazil,11800000.0,Music & Dance,2200000.0,33600.0,1200.0,,Music,MAPPED,youtube,september,2022
730,DANIEL EL TRAVIESO VIDEOS,DANIEL EL TRAVIESO VIDEOS,Colombia,11800000.0,Animation,865300.0,42200.0,3000.0,Humor,Entertainment,MAPPED,youtube,september,2022
731,Duo Tiempo De Sol,TiempodeSol,,11800000.0,Music & Dance,122600.0,1100.0,0.0,Animation,Music,MAPPED,youtube,september,2022
732,Nat and Essie,Nat and Essie,United States,11800000.0,Toys,54100.0,1300.0,0.0,,Lifestyle,MAPPED,youtube,september,2022
733,FrontaL Gaming,FrontaL Gaming,,11800000.0,Movies,115500.0,7300.0,307.0,Animation,Entertainment,MAPPED,youtube,september,2022
734,웃웃TwinsFromRussia,N1Noobtubers,United States,11800000.0,Daily vlogs,107900.0,5200.0,22.0,,Lifestyle,MAPPED,youtube,september,2022
735,Луномосик,Луномосик,Russia,11800000.0,Video games,2700000.0,61800.0,1700.0,,Tech&Gaming,MAPPED,youtube,september,2022
736,Ben Azelart,Ben Azelart,United States,11800000.0,Video games,12400000.0,0.0,27400.0,Humor,Tech&Gaming,MAPPED,youtube,september,2022
737,MBC مصر,MBCMASR,Egypt,11800000.0,,1900.0,25.0,1.0,,,,youtube,september,2022
738,El Trece,eltreceok,,11700000.0,News & Politics,2400.0,23.0,5.0,,Knowledge&Info,MAPPED,youtube,september,2022
739,Koo Koo TV - Hindi,Koo Koo TV - Hindi,India,11700000.0,,210500.0,2900.0,71.0,,,,youtube,september,2022
740,办公室小野 Ms Yeah,办公室小野 Ms Yeah,United States,11700000.0,,520200.00000000006,37200.0,37.0,,,,youtube,september,2022
741,TsMadaan,TsMadaan,India,11700000.0,Education,3500.0,269.0,8.0,,Knowledge&Info,MAPPED,youtube,september,2022
742,infobells - Kannada,infobellskannada,,11700000.0,Education,179600.0,987.0,0.0,,Knowledge&Info,MAPPED,youtube,september,2022
743,Luli Pampín,lucygerardi43,,11700000.0,Music & Dance,3300000.0,8200.0,0.0,Animation,Music,MAPPED,youtube,september,2022
744,YoungBoy Never Broke Again,YoungBoy Never Broke Again,United States,11700000.0,Music & Dance,29800.0,1700.0,95.0,,Music,MAPPED,youtube,september,2022
745,Make Joke Of,Make Joke Of,India,11700000.0,Movies,14400000.0,0.0,30600.0,Animation,Entertainment,MAPPED,youtube,september,2022
746,Halsey,Halsey,United States,11600000.0,News & Politics,84500.0,10100.0,206.0,,Knowledge&Info,MAPPED,youtube,september,2022
747,First We Feast,FirstWeFeast,United States,11600000.0,Food & Drinks,167200.0,3700.0,308.0,,Lifestyle,MAPPED,youtube,september,2022
748,SBT,SBTonline,Brazil,11600000.0,,7800.0,332.0,3.0,,,,youtube,september,2022
749,Indore Physical Academy,Indore Physical Academy,India,11600000.0,,131200.0,9100.0,207.0,,,,youtube,september,2022
750,Garena Free Fire LATAM,Garena Free Fire LATAM,Mexico,11600000.0,,39500.0,2400.0,160.0,,,,youtube,september,2022
751,Spider Slack,Spider Slack,Brazil,11600000.0,,6000000.0,541700.0,614.0,,,,youtube,september,2022
752,Colors Rishtey,KapilComedyNights,India,11600000.0,,5000.0,45.0,2.0,,,,youtube,september,2022
753,Wild 'N Out,MTV2,United States,11600000.0,Music & Dance,202000.0,5400.0,167.0,Humor,Music,MAPPED,youtube,september,2022
754,MC Divertida,MC Divertida,,11600000.0,Music & Dance,276600.0,2200.0,0.0,Movies,Music,MAPPED,youtube,september,2022
755,Vy Qwaint,VyQwaint,United States,11600000.0,Video games,1800000.0,30100.0,6100.0,Humor,Tech&Gaming,MAPPED,youtube,september,2022
756,LipaoGamer,FelipeViktor,Brazil,11600000.0,Movies,147300.0,9600.0,143.0,Animation,Entertainment,MAPPED,youtube,september,2022
757,الجانب المُشرق | Bright Side Arabic,الجانب المُشرق | Bright Side Arabic,Egypt,11500000.0,,27100.0,799.0,52.0,,,,youtube,september,2022
758,GoldminesAction,GoldminesAction,,11500000.0,,17000.0,207.0,0.0,,,,youtube,september,2022
759,Black Eyed Peas,blackeyedpeasvideo,United States,11500000.0,Music & Dance,28000.0,1300.0,107.0,,Music,MAPPED,youtube,september,2022
760,Pragati Verma Shorts,Pragati Verma Shorts,India,11500000.0,,439600.0,54900.0,513.0,,,,youtube,september,2022
761,Lofi Girl,Lofi Girl,United States,11400000.0,Music & Dance,134800.0,5100.0,204.0,,Music,MAPPED,youtube,september,2022
762,Biper y sus Amigos,Biperysusamigos,,11400000.0,Music & Dance,144700.0,0.0,0.0,Movies,Music,MAPPED,youtube,september,2022
763,Maymo,crackrockcandy,United States,11400000.0,,275100.0,1100.0,48.0,,,,youtube,september,2022
764,Quantum Tech HD,Quantum Tech HD,United States,11400000.0,,1700000.0,7300.0,144.0,,,,youtube,september,2022
765,Tiana,Tiana,United Kingdom,11400000.0,Video games,419200.0,11300.0,916.0,Humor,Tech&Gaming,MAPPED,youtube,september,2022
766,Annoying Orange,realannoyingorange,United States,11400000.0,Movies,161000.0,4700.0,497.0,Animation,Entertainment,MAPPED,youtube,september,2022
767,Mrwhosetheboss,Mrwhosetheboss,United States,11400000.0,Science & Technology,5000000.0,273200.0,9200.0,,Tech&Gaming,MAPPED,youtube,september,2022
768,Маша та Ведмідь,MashaBearUkraine,,11400000.0,Education,184900.0,867.0,0.0,,Knowledge&Info,MAPPED,youtube,september,2022
769,BBC Earth,BBCEarth,United States,11400000.0,,51600.0,1200.0,76.0,,,,youtube,september,2022
770,ExpCaseros,ExpCaseros,Spain,11400000.0,DIY & Life Hacks,76400.0,1700.0,159.0,Food & Drinks,Lifestyle,MAPPED,youtube,september,2022
771,CrazyRussianHacker,CrazyRussianHacker,United States,11400000.0,Animation,48700.0,1800.0,85.0,Toys,Entertainment,MAPPED,youtube,september,2022
772,Single Track Studio,hawkrecord,India,11400000.0,Music & Dance,1600000.0,34800.0,1000.0,,Music,MAPPED,youtube,september,2022
773,Yoga With Adriene,yogawithadriene,United States,11400000.0,Fitness,234600.0,9600.0,1600.0,,Sports,MAPPED,youtube,september,2022
774,UnspeakableReacts,UnspeakableGaming,United States,11400000.0,Video games,0.0,0.0,0.0,,Tech&Gaming,MAPPED,youtube,september,2022
775,SonyLIV,sonyliv,India,11400000.0,,29300.0,377.0,13.0,,,,youtube,september,2022
776,Влад и Никита,Влад и Никита,,11400000.0,Toys,836400.0,3000.0,0.0,,Lifestyle,MAPPED,youtube,september,2022
777,Franco Escamilla,francoescamilla,Mexico,11400000.0,,532400.0,15300.0,313.0,,,,youtube,september,2022
778,CaptainSparklez,CaptainSparklez,United States,11400000.0,Video games,84700.0,7300.0,357.0,,Tech&Gaming,MAPPED,youtube,september,2022
779,CarryisLive,CarryisLive,India,11400000.0,,753300.0,68200.0,362.0,,,,youtube,september,2022
780,luzugames,luzugames,Mexico,11400000.0,Animation,121300.0,13800.0,171.0,Video games,Entertainment,MAPPED,youtube,september,2022
781,Pastor Antônio Júnior,prantoniojunior,Brazil,11400000.0,Music & Dance,328700.0,74800.0,7100.0,,Music,MAPPED,youtube,september,2022
782,MyLifeAsEva,mylifeaseva,United States,11400000.0,Humor,0.0,0.0,0.0,,Entertainment,MAPPED,youtube,september,2022
783,penguinz0,penguinz0,United States,11400000.0,Animation,1700000.0,80100.0,4900.0,Video games,Entertainment,MAPPED,youtube,september,2022
784,POCOYÓ en ESPAÑOL - Canal Oficial,pocoyotv,,11400000.0,,357600.0,1200.0,0.0,,,,youtube,september,2022
785,Diana and Roma IND,Diana and Roma IND,,11400000.0,,401600.0,1800.0,0.0,,,,youtube,september,2022
786,Star Casablanca | نجوم الدار البيضاء,Star Casablanca | نجوم الدار البيضاء,Iraq,11400000.0,Music & Dance,13700.0,594.0,35.0,,Music,MAPPED,youtube,september,2022
787,Kendrick Lamar,Kendrick Lamar,United States,11400000.0,,0.0,0.0,0.0,,,,youtube,september,2022
788,Vlad and Niki PRT,Vlad and Niki PRT,,11400000.0,,586900.0,0.0,0.0,,,,youtube,september,2022
789,Ya - Alisa,Ya - Alisa,,11300000.0,,3400.0,25.0,0.0,,,,youtube,september,2022
790,The Viral Fever,TheViralFeverVideos,India,11300000.0,Movies,312300.0,28900.0,476.0,Humor,Entertainment,MAPPED,youtube,september,2022
791,AlArabiya العربية,AlArabiya,Algeria,11300000.0,News & Politics,2600.0,50.0,9.0,,Knowledge&Info,MAPPED,youtube,september,2022
792,Danny Fitt,Danny Fitt,Mexico,11300000.0,,711100.0,62700.0,289.0,,,,youtube,september,2022
793,ToysPlay,ToysPlay,,11300000.0,Animation,118300.0,1200.0,0.0,Toys,Entertainment,MAPPED,youtube,september,2022
794,BakLol Video,BakLol Video,India,11300000.0,Movies,935200.0,15000.0,915.0,Humor,Entertainment,MAPPED,youtube,september,2022
795,Avocado Couple I Crazy Comics,Avocado Couple I Crazy Comics,United States,11300000.0,,138200.0,1200.0,53.0,,,,youtube,september,2022
796,Fortnite,epicfortnite,United States,11200000.0,Movies,169300.0,8400.0,343.0,Video games,Entertainment,MAPPED,youtube,september,2022
797,Genius,RapGeniusVideo,United States,11200000.0,Music & Dance,43600.0,2700.0,132.0,Movies,Music,MAPPED,youtube,september,2022
798,The Film Theorists,FilmTheorists,United States,11200000.0,Movies,2500000.0,156600.0,7400.0,,Entertainment,MAPPED,youtube,september,2022
799,Cut,watchcut,United States,11200000.0,Humor,532500.0,12700.0,688.0,,Entertainment,MAPPED,youtube,september,2022
800,"Sen, Momo, Ai & Shii's Channel",oyabakatousan,Japan,11200000.0,Daily vlogs,85000.0,220.0,2.0,,Lifestyle,MAPPED,youtube,september,2022
801,Morphle TV,Morphle TV,,11200000.0,Animation,190400.0,0.0,0.0,Toys,Entertainment,MAPPED,youtube,september,2022
802,bharatzkitchen HINDI,bharatzkitchen HINDI,India,11200000.0,,257600.00000000003,6900.0,241.0,,,,youtube,september,2022
803,Magic Five,Magic Five,Russia,11200000.0,Travel,460500.0,27400.0,2500.0,,Lifestyle,MAPPED,youtube,september,2022
804,Flowers Comedy,Flowers Comedy,India,11200000.0,,91700.0,1300.0,118.0,,,,youtube,september,2022
805,Acenix,Acenix,Mexico,11200000.0,Video games,0.0,0.0,0.0,,Tech&Gaming,MAPPED,youtube,september,2022
806,Pari's Lifestyle,Pari's Lifestyle,India,11200000.0,Daily vlogs,1100000.0,14000.0,331.0,,Lifestyle,MAPPED,youtube,september,2022
807,HellomaphieMX,HellomaphieMX,Mexico,11200000.0,,718900.0,45300.0,123.0,,,,youtube,september,2022
808,Mo Vlogs,Mo Vlogs,India,11200000.0,Humor,337500.0,14700.0,2000.0,Autos & Vehicles,Entertainment,MAPPED,youtube,september,2022
809,Inside Edition,cbstvdinsideedition,United States,11200000.0,News & Politics,179300.0,4600.0,645.0,,Knowledge&Info,MAPPED,youtube,september,2022
810,Virgínia Fonseca,Virgínia Fonseca,Brazil,11200000.0,Movies,528200.0,40700.0,760.0,Humor,Entertainment,MAPPED,youtube,september,2022
811,Flamingo,Flamingo,United States,11200000.0,Animation,2200000.0,70500.0,9500.0,Video games,Entertainment,MAPPED,youtube,september,2022
812,Taylor RS,Taylor RS,United States,11200000.0,,75700.0,1600.0,5.0,,,,youtube,september,2022
813,Tyga,TygaTygaTV,United States,11200000.0,Music & Dance,9000000.0,288500.0,7000.0,,Music,MAPPED,youtube,september,2022
814,Comedy Central,comedycentral,United States,11200000.0,Movies,35500.0,1100.0,48.0,Humor,Entertainment,MAPPED,youtube,september,2022
815,Chotoonz TV - Funny Cartoons for Kids,chotoonz,,11200000.0,,36300.0,0.0,0.0,,,,youtube,september,2022
816,Viih Tube,viihtubeoficial,Brazil,11100000.0,,78900.0,2800.0,104.0,,,,youtube,september,2022
