rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status
16,Boza 🇵🇦 @bozamusic,902.7K,2.62%,Panama,"Entertainment and Music Music Actors Film, Music & Books",270.8K,instagram,panama,False,2024,Knowledge&Info,MAPPED
17,Ingrid De Ycaza @ingriddeycaza,889.5K,0.4%,Panama,Entertainment and Music Fashion and Accessories Business and Finance Music,266.9K,instagram,panama,False,2024,Beauty&Fashion,MAPPED
18,@graciebon,794K,6.6%,Panama,,238.2K,instagram,panama,False,2024,NA,NA
19,Earth • Travel • Nature @earthca,773.7K,0.6%,Panama,Travel Travel Company Transportation & Accomodation Services,232.1K,instagram,panama,False,2024,Lifestyle,MAPPED
20,N E K A @neka_prila,763.1K,0.22%,Panama,Education Upskilling Sports Tennis,228.9K,instagram,panama,False,2024,Sports,MAPPED
21,Anthony Anel @anthonyanel,757.4K,1.7%,Panama,Entertainment and Music Animation and Cosplay Video Blogger Celebrities,227.2K,instagram,panama,False,2024,Tech&Gaming,MAPPED
22,Eliza Ibeth @elizaibeth23,725.3K,1.37%,Panama,,217.6K,instagram,panama,False,2024,NA,NA
23,Katherine Graciela🇵🇦 📸⚽🏀💕 @katheriine0584,724K,0.92%,Panama,,217.2K,instagram,panama,False,2024,NA,NA
24,ZAHIDA HORR @zahida.horr,699.8K,6.9%,Panama,Entertainment and Music Music Actors Modeling,209.9K,instagram,panama,False,2024,Beauty&Fashion,MAPPED
25,La One Two @onetwo507,694.6K,0.35%,Panama,Entertainment and Music Business and Finance Actors Virtualization,208.4K,instagram,panama,False,2024,Knowledge&Info,MAPPED
26,MELFI @miguelmelfi,693.9K,0.69%,Panama,Art,208.2K,instagram,panama,False,2024,Lifestyle,MAPPED
27,𝐏𝐀𝐔𝐋 𝐌𝐂𝐃𝐎𝐍𝐀𝐋𝐃 @paulmcdonald09,692.4K,0.44%,Panama,Fashion and Accessories Fitness and Health Music Actors,207.7K,instagram,panama,False,2024,Sports,MAPPED
28,Diario Día a Día @diaadiapa,674.4K,0.86%,Panama,Entertainment and Music News Actors Virtualization,202.3K,instagram,panama,False,2024,Knowledge&Info,MAPPED
29,Doralis Mela @doralismela,673.1K,0.87%,Panama,Entertainment and Music Finance Marketing and Advertising Actors,201.9K,instagram,panama,False,2024,Knowledge&Info,MAPPED
30,DIMELO FLOW @dimeloflowofficial,669.8K,1.4%,Panama,Music Actors,200.9K,instagram,panama,False,2024,Music,MAPPED
31,Dy-Mi @the_dymi,649.9K,2.4%,Panama,Music Singer Songwriting,195K,instagram,panama,False,2024,Music,MAPPED
32,Nito Cortizo @nitocortizo,619.8K,0.87%,Panama,,185.9K,instagram,panama,False,2024,NA,NA
33,El Chotin | Panamá @elchotin.xyz,618.5K,1.19%,Panama,,185.6K,instagram,panama,False,2024,NA,NA
34,Zulay Rodriguez Lu @zulayrodriguezlu,603.4K,0.64%,Panama,Actors,181K,instagram,panama,False,2024,Entertainment,MAPPED
35,Mia Victoria Ayoleth @ayolethvivian_01,598.7K,0.2%,Panama,,179.6K,instagram,panama,False,2024,NA,NA
36,Michelle Simons @michellesimons,597K,0.25%,Panama,family Actors,179.1K,instagram,panama,False,2024,Entertainment,MAPPED
37,• Conciertos Cristianos • 🇵🇦 @conciertos_cristianos,580.1K,1.48%,Panama,Entertainment and Music,174K,instagram,panama,False,2024,Music,MAPPED
38,Génesis Arjona @genearjona,567K,0.26%,Panama,family Actors,170.1K,instagram,panama,False,2024,Entertainment,MAPPED
39,Josenid Adamaris Quintero💕😍 @josenid507,552.6K,0.55%,Panama,Music,165.8K,instagram,panama,False,2024,Music,MAPPED
40,Dubosky musica urbana @dubosky,549.6K,0.78%,Panama,Actors,164.9K,instagram,panama,False,2024,Entertainment,MAPPED
41,Denisse Becerra @demibecerra,536.4K,0.86%,Panama,Education Life and Society Actors,160.9K,instagram,panama,False,2024,Knowledge&Info,MAPPED
42,Mónica Lee 🇵🇦 @itsmonicaleec,534.7K,2.06%,Panama,Fitness and Health Actors,160.4K,instagram,panama,False,2024,Sports,MAPPED
43,ＣＬＡＲＩＳＳＡ ＡＢＲＥＧＯ @clarissabrego,515.2K,0.96%,Panama,Fitness and Health Actors Journalists,154.6K,instagram,panama,False,2024,Sports,MAPPED
44,La Pantera @yoanifitness,501.1K,1.7%,Panama,Actors,150.3K,instagram,panama,False,2024,Entertainment,MAPPED
45,Rosa Iveth 👄• @rosaivethm,473.4K,1.06%,Panama,Fashion and Accessories Marketing and Advertising Actors,142K,instagram,panama,False,2024,Beauty&Fashion,MAPPED
46,𝑨𝒏𝒂 𝑳𝒐𝒓𝒆𝒏𝒂 𝑶𝒍𝒊𝒗𝒆𝒓𝒐🦋🇵🇦 @ofc_analorena,470K,-,Panama,,141K,instagram,panama,False,2024,NA,NA
47,Yaneth Marín 🇵🇦 @yanethhmarin,464.9K,9.7%,Panama,,139.5K,instagram,panama,False,2024,NA,NA
48,El Gallinazo @elgallinazo,464.4K,2.62%,Panama,Funny Life and Society News Actors,139.3K,instagram,panama,False,2024,Knowledge&Info,MAPPED
49,Javi Ghan🇵🇦 @javighan,456.2K,3.39%,Panama,Arts and Crafts Actors,136.8K,instagram,panama,False,2024,Entertainment,MAPPED
50,Wyznick @wyznick,449K,0.5%,Panama,Actors Journalists,134.7K,instagram,panama,False,2024,Knowledge&Info,MAPPED
51,Sheldry Sáez | INSPÍRATE @sheldrysaez,444.2K,0.29%,Panama,Education Business and Finance Video Gaming Lifestyle,133.2K,instagram,panama,False,2024,Knowledge&Info,MAPPED
52,Ednita Nazario @ednitanazario,438.1K,0.17%,Panama,Entertainment and Music Actors Music Singer,131.4K,instagram,panama,False,2024,Music,MAPPED
53,Nicole Pinto @nicolepinto22,429.3K,2.27%,Panama,Fashion and Accessories Marketing and Advertising Actors Modeling,128.8K,instagram,panama,False,2024,Beauty&Fashion,MAPPED
54,KRISTEL VENENCIA 🇵🇦 @kristel28_,428.8K,1.2%,Panama,Travel Marketing and Advertising Actors Journalists,128.6K,instagram,panama,False,2024,Knowledge&Info,MAPPED
55,CoCoas_net ®© @cocoas_net,424.1K,0.28%,Panama,"Food News Journalists Film, Music & Books",127.2K,instagram,panama,False,2024,Knowledge&Info,MAPPED
56,K A R L A B @karlabstyle,415.2K,0.51%,Panama,Fashion and Accessories,124.6K,instagram,panama,False,2024,Beauty&Fashion,MAPPED
57,Yurielis Peñalba 👑🐵💕👸 @asdpyurielis,414.7K,0.5%,Panama,Actors Virtualization,124.4K,instagram,panama,False,2024,Tech&Gaming,MAPPED
58,𝐎𝐂𝐀 𝐋𝐎𝐂𝐀 @almacenocaloca,405.1K,0.21%,Panama,Fashion and Accessories Arts and Crafts Parenting Actors,121.5K,instagram,panama,False,2024,Beauty&Fashion,MAPPED
59,𝐒𝐚𝐫𝐚 𝐝𝐞 𝐒𝐚𝐥𝐚𝐳𝐚𝐫 @sarariveraoficial,403.8K,0.7%,Panama,Sports Parenting Actors Virtualization,121.1K,instagram,panama,False,2024,Sports,MAPPED
60,TRAFICOLOGO @traficologo,394.9K,0.12%,Panama,Life and Society News News & Politics,118.5K,instagram,panama,False,2024,Knowledge&Info,MAPPED
61,Foto Sonido Panamá @fotosonidopty,373.3K,0.02%,Panama,Product Showcase Marketing and Advertising Actors,112K,instagram,panama,False,2024,Beauty&Fashion,MAPPED
62,RomanticStyle @flexoficial,370.5K,0.74%,Panama,"Actors Music Celebrities Film, Music & Books",111.1K,instagram,panama,False,2024,Knowledge&Info,MAPPED
63,Steven's Panamá @stevenspanama,368.9K,0.13%,Panama,Fashion Actors,110.7K,instagram,panama,False,2024,Beauty&Fashion,MAPPED
64,Eddy Vasquez @eddyvasquezwao,367.9K,0.62%,Panama,Entertainment and Music Marketing and Advertising Actors,110.4K,instagram,panama,False,2024,Knowledge&Info,MAPPED
65,Keith Husted ⚡️ @kjsmoothh,364K,12.81%,Panama,,109.2K,instagram,panama,False,2024,NA,NA
66,CERDITOS @cerditos,360K,0.04%,Panama,Food Food and Drink Tennis Actors,108K,instagram,panama,False,2024,Sports,MAPPED
67,Ricardo Martinelli @ricardomartinelli99,359.1K,0.5%,Panama,,107.7K,instagram,panama,False,2024,NA,NA
68,Luis Casis @luiscasis,358.1K,0.39%,Panama,Food Entertainment and Music Actors Journalists,107.4K,instagram,panama,False,2024,Knowledge&Info,MAPPED
69,Ashlany Gómez @ashlanylissette,352.9K,0.36%,Panama,family Entertainment and Music Actors,105.9K,instagram,panama,False,2024,Music,MAPPED
70,Moises Bell | Pastor y Profeta @pastormoisesbell,352.9K,0.62%,Panama,,105.9K,instagram,panama,False,2024,NA,NA
71,ParkerBoats 🇵🇦 @parkerboatspty,352.7K,0.3%,Panama,,105.8K,instagram,panama,False,2024,NA,NA
72,MR. SAIK 👁 @mrsaikofficial,350.8K,0.34%,Panama,Entertainment and Music Marketing and Advertising Actors Music,105.2K,instagram,panama,False,2024,Knowledge&Info,MAPPED
73,Mictia00 @abriguerra,349.7K,16.27%,Panama,Entertainment and Music Education Games Video Gaming,104.9K,instagram,panama,False,2024,Knowledge&Info,MAPPED
74,Supermercados Rey @sm_rey,347.6K,0.05%,Panama,Product Showcase Auto and Vehicles Actors,104.3K,instagram,panama,False,2024,Beauty&Fashion,MAPPED
75,La Bibi Pty®️ @labibipty,346.4K,0.22%,Panama,Actors,103.9K,instagram,panama,False,2024,Entertainment,MAPPED
76,Critica Panamá @criticapa02,342.1K,0.42%,Panama,,102.6K,instagram,panama,False,2024,NA,NA
77,🌏🚺BARBEL👑💸📈JM5🇵🇦 @barbel_507,338.5K,3.27%,Panama,Music,101.6K,instagram,panama,False,2024,Music,MAPPED
78,ana paola @anapaolalynch,333.7K,1.31%,Panama,Food,100.1K,instagram,panama,False,2024,Lifestyle,MAPPED
79,Celibeth Y. Pimentel J. @lazambita,331.7K,1.23%,Panama,Entertainment and Music Actors Journalists,99.5K,instagram,panama,False,2024,Knowledge&Info,MAPPED
80,Joy Fong | OFICIAL🇵🇦 @joyfong15,330.1K,1.4%,Panama,Entertainment and Music Actors Virtualization Celebrities,99K,instagram,panama,False,2024,Tech&Gaming,MAPPED
81,Blanca Herrera Arauz @blancaherreraarauz,326.4K,0.73%,Panama,Dogs Actors Virtualization,97.9K,instagram,panama,False,2024,Tech&Gaming,MAPPED
82,EL MUTANTE @kafubanton507,323.7K,1%,Panama,"Entertainment and Music Actors Film, Music & Books",97.1K,instagram,panama,False,2024,Knowledge&Info,MAPPED
83,LISSETTE JURADO @lissilionoficial,321.5K,0.19%,Panama,Fitness and Health,96.5K,instagram,panama,False,2024,Sports,MAPPED
84,José Peláez @josepelaez,318.1K,2.52%,Panama,Automotive Cars & Motorcycles Design Celebrities,95.4K,instagram,panama,False,2024,Tech&Gaming,MAPPED
85,Alberto Abdiel Quintero 🇵🇦 @negritime19,311.3K,5%,Panama,family Actors Virtualization,93.4K,instagram,panama,False,2024,Tech&Gaming,MAPPED
86,🅒 🅗 🅐 🅡 🅛 🅢 🅛 🅐 🅣 🅣 🅐 🅝 @charlslattan,311.2K,0.52%,Panama,Funny Entertainment and Music Politics Actors,93.4K,instagram,panama,False,2024,Knowledge&Info,MAPPED
87,AELLEEN DEL VALLE 🇵🇦 Energy Coach @_aelleen,307.9K,0.54%,Panama,Product Showcase Entertainment and Music Marketing and Advertising Celebrities,92.4K,instagram,panama,False,2024,Beauty&Fashion,MAPPED
88,>❤️Tu mundo de felicidad❤️<^-^ @prisley_memes,306.4K,0.11%,Panama,Beauty and Self Care Celebrity,91.9K,instagram,panama,False,2024,Beauty&Fashion,MAPPED
89,MAJO PAIZ ARIAS @segunmajo,300.1K,0.67%,Panama,,90K,instagram,panama,False,2024,NA,NA
90,Fernando Broce @fernandobroce,299.9K,4.95%,Panama,Life and Society Business and Finance Actors,90K,instagram,panama,False,2024,Knowledge&Info,MAPPED
91,✨🌸'Adᥲmᥱs'🌸✨ @__yeriiselladames__,295K,1.86%,Panama,,88.5K,instagram,panama,False,2024,NA,NA
92,Neiben - RUBEN NEIRA® @neibenart,294.8K,10.7%,Panama,Entertainment and Music Actors,88.4K,instagram,panama,False,2024,Music,MAPPED
93,Yenvideo < Video Viral @yenvideo,294K,4.14%,Panama,Funny,88.2K,instagram,panama,False,2024,Entertainment,MAPPED
94,Margarita Henríquez @margaritahenriquez507,289.4K,0.59%,Panama,Entertainment and Music Marketing and Advertising Actors Virtualization,86.8K,instagram,panama,False,2024,Knowledge&Info,MAPPED
95,Blas Pérez 🇵🇦 @elraton7,288.9K,1.74%,Panama,Soccer,86.7K,instagram,panama,False,2024,Sports,MAPPED
96,MAKANO @makano507,287.7K,0.49%,Panama,Entertainment and Music Actors Virtualization,86.3K,instagram,panama,False,2024,Tech&Gaming,MAPPED
97,Jaime E. Chong B. @bugamaran,287.3K,0.26%,Panama,Entertainment and Music Funny Celebrity Actors,86.2K,instagram,panama,False,2024,Music,MAPPED
98,PY @yc_98yineth,287.1K,0.9%,Panama,Actors Modeling,86.1K,instagram,panama,False,2024,Beauty&Fashion,MAPPED
99,Almacén Picadilly Store Panamá @picadillystore,285.5K,0.09%,Panama,,85.6K,instagram,panama,False,2024,NA,NA
100,Elmis @elmiscastillo,283K,7.1%,Panama,Acting and Drama Entertainment and Music Celebrity Actors,84.9K,instagram,panama,False,2024,Music,MAPPED
